,theta (CPhio),phi (CPhiO),phi (JSO),z (SIII Mag),phi (IAU_SUN),psi (Day-Night)
0,76.82590196411842,10.849504690193982,-63.158702090192236,3.159850611929293,-12.241615415155348,39.87949091100256
1,87.97353290748437,-170.34507697562645,-97.03635954694018,-3.461694215275793,-57.316449625484346,176.88614918783918
2,85.46552792535395,10.09284611881175,-104.50034260654874,-3.1052187265165054,-153.50030892427498,6.247764168968389
3,90.79910224525065,12.485467490857156,-153.9036968616539,-1.883152709400073,27.24602507501385,51.5497372595289
4,92.35172012162805,-18.248924218414494,91.9645437324839,-4.251057465150605,112.64006872906145,163.8744701594527
5,90.0,-19.06454743133229,88.78317141770684,1.0046988482867243,2.3324190003984024,159.68116929520127
6,76.40318968069442,-15.064835068844133,17.35887680221801,-2.416021731474263,-50.85806720870512,91.64010662885455
