,theta (CPhio),phi (CPhiO),phi (JSO),z (SIII Mag),phi (SIII),phi (IAU_SUN),psi (Day-Night)
0,76.82590196411842,10.849504690193982,-63.1586769988121,3.159801362964667,117.64511827987053,-12.241615415155348,39.87951411350415
1,87.97353290748437,-170.34507697562645,-97.03633438888885,-3.461648198273373,-59.19219391421599,-57.316449625484346,176.88612912849612
2,85.46552792535395,10.09284611881175,-104.50026711926267,-3.105377282028269,24.651282829238344,-153.50030892427498,6.247709695091676
3,90.79910224525065,12.485467490857156,-153.90364661657787,-1.8832876441199573,44.60617419017779,27.24602507501385,51.54968732091687
4,92.35172012162805,-18.248924218414494,91.96459380772536,-4.251043006818707,-26.403477233827328,112.64006872906145,163.874520216404
5,90.0,-19.06454743133229,88.78322148757182,1.004553904730553,81.82724525504523,2.3324190003984024,159.68121892970373
6,76.40318968069442,-15.064835068844133,17.358926704715458,-2.415900057727634,-75.68238781143745,-50.85806720870512,91.64015520733737
