1999-06-30T07:26:11.131     -8.00     17.79     -3.59     19.83   2.41  -3.91  -0.03
1999-06-30T07:26:35.131     -8.01     17.98     -3.64     20.02   2.39  -3.83  -0.03
1999-06-30T07:26:59.131     -8.43     18.00     -3.14     20.12   2.37  -3.74  -0.03
1999-06-30T07:27:23.131     -8.56     18.37     -3.84     20.62   2.35  -3.66  -0.03
1999-06-30T07:27:47.131     -8.09     18.78     -5.33     21.13   2.33  -3.58  -0.03
1999-06-30T07:28:11.131     -7.54     19.66     -6.09     21.92   2.32  -3.50  -0.03
1999-06-30T07:28:35.131     -5.94     20.08     -7.20     22.14   2.30  -3.41  -0.03
1999-06-30T07:28:59.131     -4.97     21.27     -7.55     23.11   2.28  -3.33  -0.03
1999-06-30T07:29:23.131     -5.53     21.00     -5.71     22.45   2.26  -3.25  -0.03
1999-06-30T07:29:47.131     -6.76     20.28     -2.99     21.58   2.24  -3.17  -0.03
1999-06-30T07:30:11.131     -7.73     20.70     -1.63     22.15   2.22  -3.08  -0.03
1999-06-30T07:30:35.131     -6.61     21.93     -0.84     22.92   2.20  -3.00  -0.03
1999-06-30T07:30:59.131     -8.65     23.58     -4.98     25.60   2.18  -2.92  -0.03
1999-06-30T07:31:23.131     -8.27     20.93     -7.62     23.76   2.16  -2.84  -0.03
1999-06-30T07:31:47.131     -9.05     19.87     -4.57     22.31   2.14  -2.76  -0.03
1999-06-30T07:32:11.131    -11.17     18.54     -1.31     21.69   2.12  -2.67  -0.03
1999-06-30T07:32:35.131    -11.35     18.91     -2.54     22.20   2.10  -2.59  -0.03
1999-06-30T07:32:59.131    -11.91     19.53     -1.56     22.93   2.08  -2.51  -0.03
1999-06-30T07:33:23.131     -9.08     21.71     -3.00     23.72   2.06  -2.43  -0.03
1999-06-30T07:33:47.131    -10.50     21.16     -1.25     23.66   2.05  -2.34  -0.03
1999-06-30T07:34:11.131    -10.85     20.63     -0.59     23.32   2.03  -2.26  -0.03
1999-06-30T07:34:35.131    -10.52     21.19     -1.43     23.71   2.01  -2.18  -0.03
1999-06-30T07:34:59.131    -10.03     20.37     -1.22     22.74   1.99  -2.10  -0.03
1999-06-30T07:35:23.131    -10.19     19.36     -0.40     21.88   1.97  -2.01  -0.03
1999-06-30T07:35:47.131    -10.42     19.24      0.41     21.88   1.95  -1.93  -0.03
1999-06-30T07:36:11.131    -10.20     18.83      0.81     21.43   1.93  -1.85  -0.03
1999-06-30T07:36:35.131     -8.24     18.79     -0.19     20.52   1.91  -1.76  -0.03
1999-06-30T07:36:59.131     -7.57     18.19     -0.51     19.71   1.89  -1.68  -0.03
1999-06-30T07:37:23.131     -6.66     18.19     -0.76     19.38   1.87  -1.60  -0.02
1999-06-30T07:37:47.131     -5.00     18.42     -1.89     19.18   1.85  -1.52  -0.02
1999-06-30T07:38:11.131     -3.67     19.27     -3.57     19.94   1.83  -1.43  -0.02
1999-06-30T07:38:35.131     -2.18     20.78     -5.74     21.67   1.81  -1.35  -0.02
1999-06-30T07:38:59.131     -0.57     23.28     -7.78     24.55   1.79  -1.27  -0.02
1999-06-30T07:39:23.131      1.64     24.80     -9.51     26.61   1.77  -1.19  -0.02
1999-06-30T07:39:47.131      2.79     25.52     -9.56     27.40   1.75  -1.10  -0.02
1999-06-30T07:40:11.131      2.18     24.61     -8.57     26.15   1.73  -1.02  -0.02
1999-06-30T07:40:35.131      2.90     22.93     -8.01     24.46   1.71  -0.94  -0.02
1999-06-30T07:40:59.131      3.93     21.22     -9.06     23.41   1.69  -0.85  -0.02
